l_mm,f1_Hz,k1_eff_v,k1_eff_l,angle1,X1(1),X1(2),X1(3),X1(4),X1(5),dw_le_1,dw1_1,dw2_1,f2_Hz,k2_eff_v,k2_eff_l,angle2,X2(1),X2(2),X2(3),X2(4),X2(5),dw_le_2,dw1_2,dw2_2,f3_Hz,k3_eff_v,k3_eff_l,angle3,X3(1),X3(2),X3(3),X3(4),X3(5),dw_le_3,dw1_3,dw2_3,f4_Hz,k4_eff_v,k4_eff_l,angle4,X4(1),X4(2),X4(3),X4(4),X4(5),dw_le_4,dw1_4,dw2_4,f5_Hz,k5_eff_v,k5_eff_l,angle5,X5(1),X5(2),X5(3),X5(4),X5(5),dw_le_5,dw1_5,dw2_5
2.41,7815.89890431414,2362.2277643648,349.856792592301,21.0489009866438,-1.38609033999991,1.18931275538673,-0.666744541764066,-0.275000166217028,0.736233134567517,447.49573238465,431.533847903562,166.07304021414,16549.1061791581,7136.13369790968,1622.36068784917,25.4921122160633,-0.772326603760246,-0.293918581963133,0.646908050210902,0.498679979977004,-0.624263447376466,546.995149462809,537.453378322005,-256.261294214781,73529.464163794,23986561.3792903,13190.6616691468,1.34335976383421,-0.854169073296379,-2.26335376130135,1.09747203283587,1.35461995014197,-1.30930655543977,3226.03899397866,6289.66818681179,147.494908388528,161719.078887143,50240.5280666297,11887.0561806642,25.9391442830431,-16.1651464474175,115.032703815236,-55.7779245371354,-68.8472116781659,66.5442034605536,272.8614881997,252.629094581581,-122.883458377082,236629.832830184,357527.854891477,22299.9460468737,14.0224966901834,-79.0461640077665,683.737541265384,-331.535812990742,-409.217741342633,395.528997846232,199.222622280774,180.939102979894,-45.1886531631751
2.42,7773.08817688318,2374.10832379149,344.784202843485,20.861161745963,-1.39025711840844,1.19806549400494,-0.675587173056084,-0.2811703424499,0.74508093530118,447.292885244117,431.321958235701,164.370918726627,16458.3485449089,7029.94947167412,1626.53983252358,25.6881302704051,-0.772862320471488,-0.288391470379552,0.642411849717533,0.495617931323885,-0.619557562107825,546.068662495626,536.449062164057,-258.038637611942,72917.3149058138,22526059.6132725,13033.0350850364,1.37790432591705,-0.852124142258362,-2.26360975185758,1.10479067516707,1.3598446085666,-1.31458815740894,3177.54388628054,6089.27223937699,146.468946749348,161167.413076403,52014.967613444,11783.8823234255,25.4530699607752,-16.3887336163358,116.65287488196,-56.9342875004241,-70.0782380230756,67.7459918705914,273.472807306942,253.234213884933,-120.532014195641,235011.427763271,369813.207256598,22047.9832469235,13.7214575377357,-78.8377086142509,679.894001512885,-331.833061046429,-408.44062966037,394.847478435164,200.524978935438,182.18834962067,-44.4850239025381
2.43,7730.46261811352,2386.1141002659,339.814055078969,20.6753372842467,-1.39447290966857,1.2068800438106,-0.684496638175971,-0.287381015868802,0.75399640817849,447.090723317098,431.110799234718,162.691164344372,16368.9534879467,6926.84022178329,1630.89993487733,25.883971374612,-0.773394576871276,-0.282931059555538,0.637959482655812,0.492581098934745,-0.614900785984924,545.160691440024,535.465155672534,-259.822817482943,72312.2109223121,21193321.9561585,12878.1301105119,1.41208739260541,-0.850083118627138,-2.26363683183906,1.1119086238837,1.36487374108539,-1.31967745660544,3130.42557256534,5900.95407494341,145.461854833119,160612.052388997,53878.1120581903,11687.5506823428,24.9738862683646,-16.6112852830858,118.263466088311,-58.0915480718416,-71.3076837782929,68.9464086913482,274.089882119175,253.845176050942,-118.229127245079,233422.620302024,382616.187379951,21804.0789363209,13.4263210442537,-78.652050963597,676.315248799177,-332.20910131282,-407.788436200553,394.284973121618,201.8142655683,183.425729450254,-43.787228524147
2.44,7688.02358470599,2398.24389484286,334.943938487057,20.4914205432986,-1.39873769244348,1.21575611765887,-0.693472761773802,-0.293632166290992,0.762979355659113,446.889268855991,430.900394001943,161.033517249265,16280.8938608041,6826.70016693177,1635.43787709643,26.0796078838697,-0.773923201138691,-0.277536635017704,0.633550702995815,0.489569393855176,-0.61029275273645,544.270779517706,534.501143498442,-261.613559732562,71714.0666070632,19973757.8708455,12725.8799346151,1.44592059661871,-0.848046290866498,-2.26344102247905,1.1188289568671,1.36971100975238,-1.32457802089244,3084.62549730074,5723.65237779542,144.473192453523,160052.823555655,55832.4359765902,11597.5271062349,24.5017603892973,-16.832594108374,119.862957378087,-59.2487925413007,-72.5345218858098,70.1444558463867,274.7129287819,254.462199596147,-115.974547518982,231863.14514352,395962.358662508,21567.8734695085,13.136939859189,-78.4891666445065,672.998402519756,-332.666101385627,-407.261913309077,393.842332634335,203.090159719257,184.650913070554,-43.095127677565
2.45,7645.77240650355,2410.49647024175,330.171497884028,20.3094039010436,-1.40305143956825,1.22469342145391,-0.702515360689585,-0.299923767705098,0.772029572641106,446.688543614289,430.690765111069,159.397718069331,16194.143087536,6729.42761754464,1640.15055652743,26.2750122765074,-0.774448030073814,-0.272207480979401,0.629185254240034,0.48658271957895,-0.605733088345685,543.398482437883,533.556524894259,-263.410589356027,71122.7966498051,18854812.2717783,12576.2201145076,1.47941514503661,-0.846013938060467,-2.26302824673817,1.12555475601725,1.37436005194443,-1.32929339495527,3040.08846577799,5556.42693863546,143.502532948685,159489.563511593,57880.3586296751,11513.3006199406,24.0368447802328,-17.0524513117111,121.449822884543,-60.4050903748896,-73.7577116542067,71.3391216444617,275.342152523387,255.085492511722,-113.767987381221,230332.733788398,409878.766085486,21339.0273882586,12.8531717408826,-78.3490411854629,669.940758993272,-333.206184510316,-406.861831113597,393.520419917283,204.352351570076,185.863582758493,-42.4085969863539
2.46,7603.71038485573,2422.87055239917,325.494432712452,20.1292791906206,-1.40741411817594,1.23369165451568,-0.711624244280031,-0.306255788467245,0.781146846793955,446.488568836685,430.48193459808,157.783507956372,16108.6751516895,6634.92480077848,1645.03488470086,26.4701571768408,-0.774968908912925,-0.266942880645929,0.624862869894114,0.483620972339278,-0.601221411457811,542.543368017648,532.630813246766,-265.213630577458,70538.3161014935,17825633.1576718,12429.088459603,1.51258183799766,-0.843986330098491,-2.26240432774087,1.13208910352198,1.3788244775247,-1.33382709750341,2996.76240382503,5398.44184908043,142.549462708139,158922.119871501,60024.2349384622,11434.3834663113,23.579276952557,-17.2706472883482,123.022535761853,-61.5594969103978,-74.9762018732436,72.529383802317,275.977747013716,255.715251619313,-111.609121862345,228831.113984088,424394.018206301,21117.219945675,12.5748795545293,-78.23166903585,667.139780787315,-333.831431939274,-406.588976338522,393.320109286193,205.600544779971,187.063433317056,-41.7275268935073
2.47,7561.83879094724,2435.36483200687,320.910496050208,19.951037719941,-1.41182568985266,1.24275050994803,-0.720799214731368,-0.312628191480688,0.790330958878258,446.289365249169,430.273923951165,156.190628666015,16024.4645844701,6543.09769410171,1650.08778632378,26.6650153761566,-0.77548569114335,-0.261742116538957,0.620583273966367,0.480684041423049,-0.596757333817338,541.705015814414,531.723535625951,-267.022406972347,69960.5404338539,16876800.9691727,12284.4249228192,1.54543108650935,-0.841963727861289,-2.2615749874903,1.1384350783693,1.38310786623998,-1.33818261870054,2954.59813787673,5248.95141929086,141.613580717085,158350.351413421,62266.3465524159,11360.3110857328,23.1291793365036,-17.4869722649186,124.579573296615,-62.7110562654963,-76.1889341509648,73.7142126848775,276.619893702751,256.351661904754,-109.497589107095,227358.009152838,439538.372727244,20902.1477423342,12.3019312584143,-78.1370525134772,664.593085813752,-334.543884645483,-406.444150612822,393.242285072951,206.834457331114,188.250172937896,-41.0518224981539
2.48,7520.15886437694,2447.97796611592,316.417493620155,19.7746702910532,-1.41628611076414,1.25186967500333,-0.730040067392178,-0.319040934399358,0.799581683083924,446.090953051165,430.066754102762,154.618822635456,15941.4864532931,6453.85586647265,1655.30619842999,26.8595598540388,-0.775998238314116,-0.256604470801538,0.616346181432855,0.47777180946013,-0.592340460673275,540.883016772895,530.8342323525,-268.83664160124,69389.385593741,16000106.8995626,12142.1714984209,1.5779729293884,-0.839946383407398,-2.26054584586434,1.1445957531139,1.38721376536149,-1.34236341783224,2913.54919342854,5107.28831750339,140.694498115839,157774.128564966,64608.8930993878,11290.6420319581,22.6866592256337,-17.7012169901388,126.119422269612,-63.8588044471962,-77.3948464579552,74.8925747480814,277.268761144554,256.994895837019,-107.432990967641,225913.137815216,455343.825766685,20693.5234669095,12.0341998778418,-78.0652007268946,662.298436285187,-335.345544463462,-406.42816834396,393.287839830028,208.053822374226,189.423524065894,-40.3814033749236
2.49,7478.67181166517,2460.70857970525,312.013282811891,19.6001672199631,-1.42079533181824,1.26104883144701,-0.739346591085696,-0.325493969808223,0.808898787348701,445.89335190738,429.860445421315,153.067833063716,15859.716350575,6367.11232705356,1660.68706956129,27.0537637985707,-0.776506419845512,-0.251529225507675,0.612151298708198,0.474884152718318,-0.587970391191555,540.076972884025,529.962456580898,-270.656057136698,68824.7680526177,15188370.2855228,12002.2721260004,1.61021704938145,-0.837934540159901,-2.25932241986606,1.15057419087792,1.39114568754825,-1.34637292119104,2873.57161010455,4972.85353293698,139.791837774641,157193.333885379,67053.9837082026,11224.9578240565,22.2518087990618,-17.9131734565216,127.640584533732,-65.0017726473006,-78.5928768594111,76.0634361656982,277.924504315823,257.645112679798,-105.414893737483,224496.213011318,471844.204876225,20491.0747336189,11.7715634672397,-78.016128469037,660.253727503097,-336.238374663249,-406.541854153798,393.457672091935,209.258389071075,190.58322426248,-39.7162033729273
2.5,7437.37880496674,2473.55526729609,307.695771705962,19.4275183562644,-1.42535329880708,1.27028765591802,-0.748718568435568,-0.331987245420506,0.818282033688979,445.696580941358,429.655017704806,151.537403989754,15779.1303827853,6282.78338098321,1666.22735900535,27.2476006257265,-0.777010112837327,-0.246515662969828,0.607998324111919,0.472020941396255,-0.583646718864564,539.28649685573,529.107773897894,-272.480375987412,68266.6048513868,14435287.3908466,11864.6726001973,1.64217278853461,-0.835928433092638,-2.25791012308402,1.1563734425523,1.39490710889686,-1.35021452014332,2834.62377175671,4845.10784317671,138.90523388502,156607.862536173,69603.6288956562,11162.8627350377,21.8247052185095,-18.1226356482288,129.141582766361,-66.1389907035883,-79.7819674101738,77.2257666161071,278.587263936943,258.302457804131,-103.442829021859,223106.941731228,489075.265928698,20294.5430102978,11.5139050599559,-77.9898550930467,658.456976572195,-337.224300022789,-406.786039945982,393.75268376188,210.447923422645,191.729027056701,-39.0561703867284
2.51,7396.28098084649,2486.51659456537,303.462918105711,19.2567131028426,-1.42995995255708,1.27958582028634,-0.758155776186799,-0.338520704270714,0.82773117852564,445.500658729697,429.450490174984,150.027280370479,15699.7051598015,6200.78849171838,1671.92403614055,27.4410439985344,-0.777509201874846,-0.241563066034464,0.60388694831403,0.469182039901981,-0.579369031901673,538.511211795859,528.269761936523,-274.309320426775,67714.81364112,13735305.5585037,11729.3204857074,1.67384916279432,-0.833928288916407,-2.25631426539534,1.16199654423327,1.39850146721271,-1.35389156941296,2796.66625020671,4723.56452940359,138.034331563957,156017.622733043,72259.7329131744,11103.9835182447,21.4054107962074,-18.3294003092988,130.620966351969,-67.2694907058072,-80.9610681869968,78.3785432041816,279.25716580452,258.967062010808,-101.516294736855,221745.024360762,507074.793979534,20103.6826309002,11.2611126055612,-77.9864033720119,656.906311072455,-338.305206441377,-407.161561643156,394.173777161894,211.622209076019,192.860702777117,-38.4012660940775
2.52,7355.37943912629,2499.59109995596,299.312728576631,19.0877404355964,-1.43461522908499,1.28894299200668,-0.767657985521994,-0.345094284904075,0.837245973004998,445.305603296984,429.246881472342,148.5372081583,15621.4177844696,6121.05014980393,1677.77407980227,27.6340678450445,-0.778003578834893,-0.236670718380212,0.599816854784955,0.466367307136276,-0.575136913625411,537.750750905456,527.448010003562,-276.142612713979,67169.3127197475,13083517.9756954,11596.165037274,1.70525487593353,-0.831934326264061,-2.2545400528437,1.16744651483663,1.40193216044316,-1.35740738552309,2759.66166135382,4607.7831315769,137.178786473806,155422.536171386,75024.0866434929,11047.969073483,20.9939732300956,-18.5332677261442,132.077317342702,-68.392310718198,-82.1291414247615,79.5207544860101,279.934320144775,259.639040871804,-99.6347562334012,220410.154152346,525882.708219459,19918.2598871509,11.0130788945174,-78.005798352194,655.59995775905,-339.482940144469,-407.669255646311,394.721851797795,212.781048099479,193.978039354199,-37.7514656550837
2.53,7314.67524183935,2512.77729629272,295.243257492165,18.9205889230543,-1.43931905975192,1.29835883446746,-0.777224962377288,-0.351707921567698,0.846826163318937,445.111432111697,429.044209652112,147.066934377409,15544.2458424245,6043.49374759921,1683.77447772798,27.8266463757763,-0.778493142690857,-0.231837904807214,0.595787720231008,0.463576596766551,-0.570949942854716,537.004757182837,526.64211872084,-277.979975215974,66630.0210651095,12475575.2782635,11465.1571242913,1.73639833280772,-0.829946755874694,-2.25259258770354,1.17272635390446,1.40520254528682,-1.36076524541024,2723.57453253109,4497.36407441314,136.338264455707,154822.538417803,77898.3611374827,10994.4900552128,20.5904259018321,-18.7340425173556,133.50925644266,-69.5064985897501,-83.285165722684,80.6514045635523,280.618820997394,260.318494100194,-97.7976475386871,219102.016726536,545541.171122748,19738.0521940494,10.7697014702332,-78.0480662020182,654.536231316106,-340.759306516336,-408.309955048508,395.397800871205,213.924261718838,195.080843086186,-37.1067573692006
2.54,7274.1694122828,2526.07367239923,291.252606086499,18.7552467458634,-1.44407137141657,1.3078330073348,-0.786856467756658,-0.358361544402134,0.856471491023017,444.918162083002,428.842492181184,145.61620719873,15468.1673921511,5968.04745968188,1689.92222607104,28.018754100535,-0.778977799317155,-0.22706391151899,0.59179921501799,0.460809757493266,-0.56680769427773,536.27288313792,525.851699679641,-279.821130529003,66096.8583645936,11907610.9805546,11336.2491597183,1.76728765198313,-0.827965780776555,-2.25047686870809,1.17783903958712,1.40831593596161,-1.36396838519379,2688.37118009516,4391.94402570367,135.512441176557,154217.579259956,80884.1018751071,10943.2384257061,20.1947882331473,-18.9315344234495,134.915448956759,-70.6111158191611,-84.4281402822366,81.7695172120927,281.31074563955,261.00550495822,-96.0043727087041,217820.289614135,566094.701947786,19562.8473247317,10.5308825282566,-78.1132330670343,653.713523249285,-342.136068624004,-409.084485669065,396.202507603435,215.051691003956,196.1689393575,-36.4671422850977
2.55,7233.86293416863,2539.47869471356,287.338921514583,18.5917017161117,-1.4488720865867,1.31736516689116,-0.796552258044574,-0.365055079633458,0.86618169335248,444.725809558427,428.641745935949,144.184776013294,15393.1609552152,5894.64212876238,1696.21432892115,28.2103658439288,-0.77945746129495,-0.222348026406066,0.587851003599334,0.458066633321483,-0.562709738830236,535.554790515404,525.076375106603,-281.665801591261,65569.7450416175,11376178.3109841,11209.3950330088,1.79793067776361,-0.825991596468558,-2.24819779143152,1.1827875267947,1.41127560312462,-1.3670199990942,2654.01959634232,4291.19187312683,134.701001788858,153607.623007441,83982.7238283802,10893.9269564851,19.8070660957739,-19.1255590887771,136.294610643042,-71.7052414393152,-85.5570891364597,82.8741400013404,282.010154059709,261.70013971304,-94.2543072846592,216564.641845642,587590.294731567,19392.4427102459,10.2965288027092,-78.2013239367488,653.13029096601,-343.614945477943,-409.993661952267,397.136841414757,216.163197497032,197.242173301259,-35.8326337606855
2.56,7193.75675080141,2552.99080887024,283.500395922081,18.4299412966228,-1.45372112358459,1.32695496636773,-0.806312085305231,-0.371788449753239,0.875956503524925,444.534390321902,428.44198720052,142.772391505179,15319.2055067984,5823.21115656045,1702.64779796385,28.4014567610733,-0.779932047716041,-0.217689539309076,0.583942744910605,0.455347063808399,-0.558655644042125,534.850150028575,524.315777542903,-283.513711805359,65048.6022791708,10878196.4999961,11084.5500467941,1.82833499164954,-0.824024391100147,-2.24576014880921,1.18757474550685,1.41408477293274,-1.36992323848907,2620.48934493115,4194.80522548739,133.903640603133,152992.648736541,87195.5073950733,10846.2886817032,19.427252270092,-19.315938827484,137.645513404819,-72.7879758836055,-86.6710653279118,83.9643483686383,282.71708849074,262.402447149654,-92.5467998459687,215334.733596636,610077.54096424,19226.6448002518,10.0665514399596,-78.3123615330862,652.785047122592,-345.197610091332,-411.038282794226,398.201654021515,217.258663772471,198.300410395735,-35.2032569702553
2.57,7153.85176439903,2566.60844129268,279.735265521484,18.2699526199079,-1.45861839669994,1.33660205627038,-0.81613569758606,-0.378561573706148,0.885795651046489,444.343919592979,428.243231666178,141.37880572174,15246.2804663229,5753.69039978426,1709.21965208123,28.5920023513126,-0.780401483990127,-0.213087742292547,0.5800740927849,0.452650884328587,-0.554644974405455,534.158641100196,523.569549532835,-285.364585143204,64533.3520405772,10410904.9356869,10961.6708570801,1.85850792327348,-0.822064345649168,-2.24316863177124,1.19220359921934,1.41674662622151,-1.37268121108512,2587.75146407135,4102.50736031416,133.120060773356,152372.650472393,90523.5952611843,10800.0763074805,19.0553269475843,-19.5025033653655,138.96699075832,-73.8584447946409,-87.769154991054,85.0392496012908,283.431573011289,263.11245814999,-90.8811736523391,214130.21589388,633608.757096675,19065.2684805988,9.84086586004452,-78.4463652254635,652.676349271085,-346.885687373363,-412.21912733072,399.397775483612,218.337993921468,199.343536987775,-34.579048358526
2.58,7114.14883550278,2580.3300007748,276.0418096765,18.1117225068652,-1.46356381634106,1.3463060846993,-0.826022839217842,-0.385374367076692,0.895698862014233,444.154412026833,428.045494431643,140.003772141907,15174.3656883704,5686.01807056533,1715.92691709297,28.7819784721789,-0.780865701650634,-0.20854192989679,0.576244696332827,0.449977926313917,-0.55067729170871,533.47995161336,522.837343324754,-287.218146261243,64023.9170878171,9971823.89594605,10840.7154166967,1.88845656079516,-0.820111634098111,-2.24042783001383,1.19667696355323,1.41926429782884,-1.37529698023221,2555.77837682386,4014.04455278699,132.34997399261,151747.637302707,93967.990241108,10755.0615813582,18.6912582717662,-19.6850905492792,140.257943013993,-74.9158027371807,-88.850481296442,86.0979866865588,284.15361322378,263.83018534654,-89.2567283651099,212950.730390473,658239.117136205,18908.1365442413,9.6193916058592,-78.6033499832501,652.802789903581,-348.680751933032,-413.536950765116,400.726010279934,219.401113951302,200.371460733159,-33.960055039465
2.59,7074.64878244112,2594.15388003358,272.418349996206,17.9552374852868,-1.46855728919198,1.35606669766114,-0.835973251105162,-0.392226742268542,0.905665859408722,443.965881714791,427.848790003882,138.647045743038,15103.4414537264,5620.13464142531,1722.76662548115,28.9713613518887,-0.781324638163282,-0.204051399392089,0.572454200329541,0.44732801750066,-0.546752155378935,532.813777669484,522.118820581294,-289.074120604509,63520.2209973918,9558720.79867157,10721.6429218353,1.91818776084522,-0.818166423607852,-2.23754223284596,1.20099768497066,1.42164087600611,-1.37777356432325,2524.54380789653,3929.18373150819,131.593100201883,151117.63341788,97529.5541261741,10711.0346263736,18.3350029128802,-19.863547016199,141.517342107867,-75.959236773186,-89.9142082106727,87.1397419844509,284.883196016754,264.555622858344,-87.6727418409156,211795.909212872,684026.790499087,18755.0792117413,9.40205218110471,-78.7833253702915,653.162986910924,-350.584325816636,-414.992480256232,402.187133431521,220.447972094253,201.384110948641,-33.3463341424238
2.6,7035.352380856,2608.07845723257,268.863249438863,17.8004838081265,-1.47359871837301,1.36588353937334,-0.845986671007951,-0.399118608677595,0.915696363377504,443.778342185429,427.653132299517,137.308383066066,15033.4884606486,5555.98275436786,1729.73581619595,29.1601276014652,-0.781778236735098,-0.199615451019464,0.56870224558163,0.444700982162979,-0.542869122804983,532.159823354699,521.413652100102,-290.932234513151,63022.1881740699,9169581.10069847,10604.413761433,1.94770815798948,-0.816228874689373,-2.23451623014494,1.20516857962888,1.42387940194922,-1.38011393631169,2494.02270640397,3847.71041541778,130.849167308829,150482.67807351,101209.007563725,10667.8032442695,17.9865066709417,-20.0377288140961,142.744236026578,-76.9879698619163,-90.9595440316132,88.1637406838919,285.620289418021,265.288746115911,-86.1284719864717,210665.374886951,711033.085433544,18605.9336981165,9.18877487725532,-78.9862945926826,653.755574557801,-352.597876258521,-416.586410948539,403.781886753251,221.478539017327,202.381438866768,-32.737952105229
2.61,6996.26036338103,2622.10209751899,265.374911422626,17.6474474712643,-1.47868800358294,1.375756252562,-0.856062833830546,-0.406049872876273,0.925790091525195,443.591806406872,427.458534647477,135.987542277075,14964.4878162948,5493.50713399284,1736.83153448661,29.3482542259017,-0.782226446125484,-0.195233388226109,0.564988469288238,0.442096641343819,-0.539027749655966,531.517800513473,520.721517543764,-292.792215323947,62529.7438626491,8802583.1267791,10488.9894692323,1.97702417374385,-0.814299141373276,-2.23135411340445,1.20919243236018,1.42598286943731,-1.38232102333499,2464.19117409704,3769.42689327898,130.117910916524,149842.825472126,105006.930970894,10625.1921924931,17.6457051021572,-20.2075019673812,143.937752771605,-78.0012640471525,-91.9857446581867,89.1692540025462,286.364842544225,266.029511780841,-84.6231586649042,209558.74034407,739322.598251508,18460.5438224684,8.97949059066837,-79.2122536032619,654.579194992896,-354.722813474996,-418.319402170457,405.510975259697,222.492807929665,203.363417790093,-32.1349839182073
2.62,6957.37341929299,2636.22315448712,261.951778949439,17.4961142312063,-1.48382504126401,1.38568447874981,-0.866201471886194,-0.413020438775115,0.935946759179452,443.406286789011,427.26500979156,134.684283228588,14896.4210283135,5432.65450442511,1744.05083176068,29.5357186344335,-0.782669220459437,-0.190904517894221,0.561312505394598,0.439514813081842,-0.535227590193063,530.887428529254,520.042105178624,-294.653791467481,62042.8141577254,8456076.23228215,10375.3326783784,2.00614202521715,-0.812377371376384,-2.22806007682334,1.21307199573018,1.42795422453011,-1.38439770639563,2435.02639860484,3694.1506130702,129.399074064534,149198.1445623,108923.766470124,10583.0424397965,17.3125241640029,-20.3727429805414,145.09710381347,-78.998423394678,-92.992116555909,90.155602092384,287.116785650893,266.77785776439,-83.156025644481,208475.60901005,768963.368654244,18318.7596571751,8.77413363093818,-79.4611902709904,655.63249034309,-356.960488542997,-420.192073841832,407.37506376556,223.490794583023,204.330043140012,-31.5375123230711
2.63,6918.69219433301,2650.43997166294,258.592333735677,17.3464696221815,-1.48900972474265,1.39566785853783,-0.876402315172898,-0.420030207799805,0.946166079667254,443.22179518702,427.072569894361,133.398367516679,14829.2699966203,5373.37350982589,1751.39076550025,29.7224986502478,-0.783106519042326,-0.186628150558854,0.557673984930207,0.436955312628426,-0.531468197567041,530.268434112336,519.375111622638,-296.516692565105,61561.3260119068,8128561.8045049,10263.4070783279,2.03506773329862,-0.810463706266468,-2.22463821850982,1.21680998924345,1.42979636539566,-1.38634682017038,2406.50659130396,3621.71275362507,128.692406976769,148548.71875444,112959.820825867,10541.2104050133,16.9868808735566,-20.5333392738852,146.2215869971,-79.9787966513883,-93.9780193881972,91.1221566217117,287.876030285796,267.533703348029,-81.7262825761402,207415.574977616,800027.041509847,18180.4372133444,8.57264152141984,-79.7330836190448,656.914095439984,-359.312191418538,-422.205003142677,409.374773732134,224.472537163119,205.281332397716,-30.9456269705645
2.64,6880.21729052787,2664.75088392518,255.295095355502,17.1984989730578,-1.49424194438534,1.40570603187725,-0.886665091629521,-0.427079079050863,0.956447764571636,443.038342904963,426.881226541268,132.129558537079,14763.0170053008,5315.6146384005,1758.84839917832,29.9085725190611,-0.783538306177873,-0.18240360062216,0.554072536345246,0.434417952665185,-0.527749124114779,529.660551093811,518.720241600975,-298.380649518159,61085.2072422749,7818676.6871457,10153.1773739994,2.06380713052486,-0.808558281623804,-2.22109254170112,1.22040909860768,1.43151214217674,-1.38817115285773,2378.61092942478,3551.9569548535,127.997666821433,147894.645553831,117115.269336572,10499.5671838516,16.6686839749186,-20.6891895468907,147.310588861741,-80.9417795939459,-94.9428682810694,92.0683430019272,288.642469546848,268.296949407487,-80.3331269915265,206378.223262927,832589.035398053,18045.4381594652,8.37495479346098,-80.0279031391967,658.42263120873,-361.779149121326,-424.358721468392,411.510680384631,225.438096069865,206.217324935057,-30.3594235432251
2.65,6841.94926614526,2679.15421893197,252.058620392605,17.0521874236971,-1.49952158773663,1.41579863833449,-0.896989527398106,-0.434166949473282,0.966791523993863,442.855940700425,426.690990745544,130.877621537531,14697.6447147364,5259.3301495888,1766.42080227148,30.0939189176019,-0.78396455098687,-0.178230186550797,0.550507785821203,0.431902543503505,-0.524069921631199,529.063520226908,518.077207710698,-300.245394602744,60614.3865354352,7525178.68107209,10044.6092469771,2.09236586856993,-0.806661227200307,-2.21742695605323,1.22387197510361,1.43310435694568,-1.38987344611236,2351.31950207375,3484.7381864055,127.314617478971,147236.036112769,121390.160631382,10457.997768207,16.3578346107617,-20.8402040651228,148.363586352044,-81.8868170455159,-95.8861357001078,92.9936422382654,289.415978444335,269.067478740316,-78.9757463081246,205363.130142613,866728.718278483,17913.6295699426,8.18101677576156,-80.345608182119,660.156698724427,-364.362524113879,-426.65371169327,413.783310122356,226.387553588736,207.13808173723,-29.7790028499845
2.66,6803.88863561339,2693.6482984594,248.881501606201,16.907519941194,-1.50484853968003,1.42594531734433,-0.907375347058581,-0.441293714001083,0.977197066788438,442.674598788965,426.501872953201,129.642323669724,14633.1361538196,5204.47400447315,1774.10505024354,30.2785169607112,-0.784385227230137,-0.174107231073023,0.546979357585997,0.429408893289415,-0.520430141646292,528.477088993517,517.445730192109,-302.110661553207,60148.7934512351,7246933.82887784,9937.66931864876,2.12074942538375,-0.804772667076071,-2.21364527898566,1.22720123504973,1.43457576373584,-1.39145639505514,2324.61325986493,3419.92173747725,126.643029318147,146573.014704923,125784.422304989,10416.4002625031,16.0542269936469,-20.9863048680893,149.380147904246,-82.8134045414915,-96.8073529219194,93.8975923870195,290.196414365584,269.845156495407,-77.653319829984,204369.863569533,902529.590684899,17784.8837005574,7.99077338031856,-80.6861474280839,662.114873964419,-367.063412908801,-429.090405773413,416.193138252518,227.321013454263,208.043685017955,-29.2044698993597
2.67,6766.03586964607,2708.23143978857,245.762367103434,16.7644813353101,-1.51022268256146,1.43614570845927,-0.917822273885931,-0.448459265728469,0.98766410081923,442.494326850068,426.313883049442,128.423434035816,14569.4747123031,5151.00179917692,1781.89822454424,30.4623462075655,-0.784800313134692,-0.17003406136873,0.543486874221617,0.426936808204578,-0.516829335695423,527.901011416403,516.825536707233,-303.976185640621,59688.3584251679,6982905.23614516,9832.32511518131,2.14896311203218,-0.802892719812944,-2.20975123704843,1.23039945933139,1.43592906861953,-1.3929226483291,2298.47396787547,3357.3823128738,125.982678981555,145905.718126169,130297.867310661,10374.6851014215,15.7577490730975,-21.1274258965905,150.359933899561,-83.7210896291791,-97.7061110871806,94.7797896064139,290.983617638796,270.62983070146,-76.3650207332775,203397.983663236,940079.476833021,17659.0777878766,7.8041728866464,-81.0494584399215,664.295703257888,-369.882844919867,-431.669182700017,418.740587058819,228.238600309073,208.93423773028,-28.6359329592877
2.68,6728.39139528745,2722.90195697774,242.699879527816,16.6230562738842,-1.51564389634522,1.44639945158494,-0.928330030070753,-0.455663496046849,0.99819233317976,442.31513403259,426.127030364568,127.220723735298,14506.6441334085,5098.87070095006,1789.79741274561,30.6453866683131,-0.785209791219736,-0.166010009237213,0.540029956935922,0.424486092641458,-0.513267055555137,527.335047878842,516.216362127246,-305.841703762984,59233.0127696512,6732143.22065553,9728.54503420031,2.17701207921794,-0.801021498605423,-2.20574846733379,1.2334691930136,1.4371669298524,-1.39427480822086,2272.88416167783,3297.00322252599,125.333349178551,145234.295027326,134930.20102653,10332.7742731108,15.4682831943135,-21.2635130391661,151.302696488448,-84.6094727945012,-98.5820618311642,95.6398887968981,291.777412191205,271.421332889905,-75.1100180242402,202447.043268874,979470.724049609,17536.0938696251,7.62116572593408,-81.4354672963778,666.697699416677,-372.821781568572,-434.39036680756,421.426024209867,229.140459064414,209.809862978558,-28.0735026119139
